State,City,2010 POP,Median 2010,2011 POP,Median 2011,2012 POP,Median 2012,2013 POP,Median 2013,2014 POP,Median 2014,2015 POP,Median 2015,2016 POP,Median 2016,2017 POP,Median 2017,Brewery Name,Country,Year Established,Still in Business?,Closed?
New York,Rochester,210480,55603,210859,56951,210868,57683,210900,58003,210228,58687,209511,59269,208710,60741,208046,62765,K2 Brothers Brewing,UNITED STATES,2017,Y,N
New York,Rochester,7308,55603,7306,56951,7268,57683,7246,58003,7252,58687,7252,59269,7247,60741,7220,62765,K2 Brothers Brewing,UNITED STATES,2017,Y,N
New York,Tupper Lake,5972,55603,5957,56951,5954,57683,5912,58003,5896,58687,5850,59269,5821,60741,5803,62765,Raquette River Brewing,UNITED STATES,2013,Y,N
New York,Marcy,8956,55603,8922,56951,9205,57683,9247,58003,9482,58687,9385,59269,9424,60741,9454,62765,Woodland Farm Hop & Fermentation,UNITED STATES,2013,Y,N
North Carolina,Atlantic Beach,1500,45570,1510,46291,1497,46450,1503,46334,1502,46693,1498,46868,1491,48256,1494,50320,Crystal Coast Brewing Company,UNITED STATES,2017,Y,N
North Carolina,Atlantic Beach,1500,45570,1510,46291,1497,46450,1503,46334,1502,46693,1498,46868,1491,48256,1494,50320,Crystal Coast Brewing Company,UNITED STATES,2017,Y,N
North Carolina,Blowing Rock,1235,45570,1236,46291,1221,46450,1218,46334,1220,46693,1227,46868,1241,48256,1263,50320,Blowing Rock Brewery,UNITED STATES,2012,Y,N
North Carolina,Cary,136943,45570,142244,46291,146199,46450,151366,46334,155428,46693,159725,46868,162478,48256,165904,50320,Fortnight Brewing Company,UNITED STATES,2012,Y,N
North Carolina,Cary,136943,45570,142244,46291,146199,46450,151366,46334,155428,46693,159725,46868,162478,48256,165904,50320,Bond Brothers Beer Company,UNITED STATES,2016,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Divine Barrel Brewing,UNITED STATES,2018,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Blue Blaze Brewing,UNITED STATES,2013,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Dukbone Brewing Co.,UNITED STATES,2012,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Triple C Brewing Company,UNITED STATES,2011,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,The Olde Mecklenburg Brewery,UNITED STATES,2009,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Divine Barrel Brewing,UNITED STATES,2018,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Blue Blaze Brewing,UNITED STATES,2013,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Dukbone Brewing Co.,UNITED STATES,2012,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,Triple C Brewing Company,UNITED STATES,2011,Y,N
North Carolina,Charlotte,738500,45570,755807,46291,774253,46450,792874,46334,808320,46693,826710,46868,843484,48256,859035,50320,The Olde Mecklenburg Brewery,UNITED STATES,2009,Y,N
North Carolina,Cornelius,24970,45570,25572,46291,26232,46450,26890,46334,27457,46693,28104,46868,28631,48256,29191,50320,D9 Brewing Company,UNITED STATES,2013,Y,N
North Carolina,Cornelius,24970,45570,25572,46291,26232,46450,26890,46334,27457,46693,28104,46868,28631,48256,29191,50320,D9 Brewing Company,UNITED STATES,2013,Y,N
North Carolina,Durham,229177,45570,234071,46291,239843,46450,245625,46334,252003,46693,257389,46868,263138,48256,267743,50320,Ponysaurus Brewing,UNITED STATES,2013,Y,N
North Carolina,Fayetteville,208318,45570,208765,46291,208877,46450,211033,46334,210089,46693,209714,46868,210934,48256,209889,50320,Huske Hardware House Restaurant and Brewery,UNITED STATES,2009,Y,N
North Carolina,Fayetteville,208318,45570,208765,46291,208877,46450,211033,46334,210089,46693,209714,46868,210934,48256,209889,50320,Huske Hardware House Restaurant and Brewery,UNITED STATES,2009,Y,N
North Carolina,Fuquay-Varina,18200,45570,19167,46291,20003,46450,21303,46334,22674,46693,23972,46868,25949,48256,27906,50320,Hosanna Brewing Company,UNITED STATES,2012,N,Y
North Carolina,Fuquay-Varina,18200,45570,19167,46291,20003,46450,21303,46334,22674,46693,23972,46868,25949,48256,27906,50320,Hosanna Brewing Company,UNITED STATES,2012,N,Y
North Carolina,Highlands,918,45570,917,46291,915,46450,913,46334,916,46693,922,46868,928,48256,939,50320,Satulah Mountain Brewing Company,UNITED STATES,2014,Y,N
North Carolina,Raleigh,406337,45570,414383,46291,423521,46450,431470,46334,439784,46693,449963,46868,459048,48256,464758,50320,Compass Rose Brewing,UNITED STATES,2015,Y,N
North Carolina,Raleigh,406337,45570,414383,46291,423521,46450,431470,46334,439784,46693,449963,46868,459048,48256,464758,50320,Lincoln Brewing Co.,UNITED STATES,2015,Y,N
North Carolina,Sylva,2588,45570,2586,46291,2583,46450,2602,46334,2592,46693,2601,46868,2633,48256,2678,50320,Innovation Brewing,UNITED STATES,2013,Y,N
North Carolina,Sylva,2588,45570,2586,46291,2583,46450,2602,46334,2592,46693,2601,46868,2633,48256,2678,50320,Innovation Brewing,UNITED STATES,2013,Y,N
Ohio,Cleveland,395978,47358,392723,48071,391596,48246,391555,48308,390653,48849,389009,49429,387451,50674,385525,52407,Hansa Brewery,UNITED STATES,2016,Y,N
Ohio,Cleveland,395978,47358,392723,48071,391596,48246,391555,48308,390653,48849,389009,49429,387451,50674,385525,52407,Hansa Brewery,UNITED STATES,2016,Y,N
Ohio,Cleveland,395978,47358,392723,48071,391596,48246,391555,48308,390653,48849,389009,49429,387451,50674,385525,52407,Hansa Brewery,UNITED STATES,2016,Y,N
Ohio,Cleveland,395978,47358,392723,48071,391596,48246,391555,48308,390653,48849,389009,49429,387451,50674,385525,52407,Hansa Brewery,UNITED STATES,2016,Y,N
Ohio,Cleveland Heights,46127,47358,45816,48071,45600,48246,45439,48308,45279,48849,45051,49429,44805,50674,44562,52407,Boss Dog Brewing Company,UNITED STATES,2017,Y,N
Ohio,Cleveland Heights,46127,47358,45816,48071,45600,48246,45439,48308,45279,48849,45051,49429,44805,50674,44562,52407,Boss Dog Brewing Company,UNITED STATES,2017,Y,N
Ohio,Cleveland Heights,46127,47358,45816,48071,45600,48246,45439,48308,45279,48849,45051,49429,44805,50674,44562,52407,Boss Dog Brewing Company,UNITED STATES,2017,Y,N
Ohio,Cleveland Heights,46127,47358,45816,48071,45600,48246,45439,48308,45279,48849,45051,49429,44805,50674,44562,52407,Boss Dog Brewing Company,UNITED STATES,2017,Y,N
Ohio,Columbus,790812,47358,800388,48071,812275,48246,825906,48308,839646,48849,852305,49429,863741,50674,879170,52407,Zauber Brewing Company,UNITED STATES,2010,Y,N
Ohio,Columbus,790812,47358,800388,48071,812275,48246,825906,48308,839646,48849,852305,49429,863741,50674,879170,52407,Neil House Brewery,UNITED STATES,2009,N,Y
Ohio,Columbus,790812,47358,800388,48071,812275,48246,825906,48308,839646,48849,852305,49429,863741,50674,879170,52407,Actual Brewing Co.,UNITED STATES,2012,Y,N
Ohio,Columbus,790812,47358,800388,48071,812275,48246,825906,48308,839646,48849,852305,49429,863741,50674,879170,52407,North High Brewing,UNITED STATES,2011,Y,N
Ohio,Columbus,790812,47358,800388,48071,812275,48246,825906,48308,839646,48849,852305,49429,863741,50674,879170,52407,North High Brewing,UNITED STATES,2011,Y,N
Ohio,Columbus,9766,47358,9839,48071,9881,48246,9963,48308,10118,48849,10215,49429,10357,50674,10518,52407,Zauber Brewing Company,UNITED STATES,2010,Y,N
Ohio,Columbus,9766,47358,9839,48071,9881,48246,9963,48308,10118,48849,10215,49429,10357,50674,10518,52407,Neil House Brewery,UNITED STATES,2009,N,Y
Ohio,Columbus,9766,47358,9839,48071,9881,48246,9963,48308,10118,48849,10215,49429,10357,50674,10518,52407,Actual Brewing Co.,UNITED STATES,2012,Y,N
Ohio,Columbus,9766,47358,9839,48071,9881,48246,9963,48308,10118,48849,10215,49429,10357,50674,10518,52407,North High Brewing,UNITED STATES,2011,Y,N
Ohio,Columbus,9766,47358,9839,48071,9881,48246,9963,48308,10118,48849,10215,49429,10357,50674,10518,52407,North High Brewing,UNITED STATES,2011,Y,N
Ohio,Columbus,773732,47358,783110,48071,794852,48246,808239,48308,821672,48849,834090,49429,845246,50674,860427,52407,Zauber Brewing Company,UNITED STATES,2010,Y,N
Ohio,Columbus,773732,47358,783110,48071,794852,48246,808239,48308,821672,48849,834090,49429,845246,50674,860427,52407,Neil House Brewery,UNITED STATES,2009,N,Y
Ohio,Columbus,773732,47358,783110,48071,794852,48246,808239,48308,821672,48849,834090,49429,845246,50674,860427,52407,Actual Brewing Co.,UNITED STATES,2012,Y,N
Ohio,Columbus,773732,47358,783110,48071,794852,48246,808239,48308,821672,48849,834090,49429,845246,50674,860427,52407,North High Brewing,UNITED STATES,2011,Y,N
Ohio,Columbus,773732,47358,783110,48071,794852,48246,808239,48308,821672,48849,834090,49429,845246,50674,860427,52407,North High Brewing,UNITED STATES,2011,Y,N
Ohio,Defiance,17167,47358,17140,48071,17023,48246,16898,48308,16833,48849,16732,49429,16646,50674,16687,52407,4KD Crick Brewery,UNITED STATES,2016,Y,N
Ohio,Defiance,17167,47358,17140,48071,17023,48246,16898,48308,16833,48849,16732,49429,16646,50674,16687,52407,4KD Crick Brewery,UNITED STATES,2016,Y,N
Ohio,Kettering,56145,47358,56007,48071,55926,48246,55757,48308,55517,48849,55339,49429,55218,50674,55175,52407,Eudora Brewing Company,UNITED STATES,2012,Y,N
Ohio,Kettering,56145,47358,56007,48071,55926,48246,55757,48308,55517,48849,55339,49429,55218,50674,55175,52407,The Dayton Beer Company,UNITED STATES,2010,Y,N
Ohio,Kettering,467,47358,470,48071,470,48246,467,48308,468,48849,466,49429,467,50674,468,52407,Eudora Brewing Company,UNITED STATES,2012,Y,N
Ohio,Kettering,467,47358,470,48071,470,48246,467,48308,468,48849,466,49429,467,50674,468,52407,The Dayton Beer Company,UNITED STATES,2010,Y,N
Ohio,Kettering,55678,47358,55537,48071,55456,48246,55290,48308,55049,48849,54873,49429,54751,50674,54707,52407,Eudora Brewing Company,UNITED STATES,2012,Y,N
Ohio,Kettering,55678,47358,55537,48071,55456,48246,55290,48308,55049,48849,54873,49429,54751,50674,54707,52407,The Dayton Beer Company,UNITED STATES,2010,Y,N
Ohio,Xenia,25680,47358,25974,48071,26053,48246,25970,48308,26044,48849,26132,49429,26266,50674,26562,52407,Devil Wind Brewing,UNITED STATES,2017,Y,N
Ohio,Xenia,25680,47358,25974,48071,26053,48246,25970,48308,26044,48849,26132,49429,26266,50674,26562,52407,Devil Wind Brewing,UNITED STATES,2017,Y,N
Ohio,Xenia,25680,47358,25974,48071,26053,48246,25970,48308,26044,48849,26132,49429,26266,50674,26562,52407,Devil Wind Brewing,UNITED STATES,2017,Y,N
Ohio,Xenia,25680,47358,25974,48071,26053,48246,25970,48308,26044,48849,26132,49429,26266,50674,26562,52407,Devil Wind Brewing,UNITED STATES,2017,Y,N
Oklahoma,Edmond,81458,42979,82849,44287,84820,44891,86897,45339,88587,46235,90063,46879,91370,48038,91950,49767,Battered Boar Brewing Company,UNITED STATES,2009,Y,N
Oklahoma,Edmond,81458,42979,82849,44287,84820,44891,86897,45339,88587,46235,90063,46879,91370,48038,91950,49767,Battered Boar Brewing Company,UNITED STATES,2009,Y,N
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,GoodLife Brewing,UNITED STATES,2010,Y,N
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,The Ale Apothecary,UNITED STATES,2011,Y,N
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,Immersion Brewing,UNITED STATES,2016,Y,N
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,North Rim Brewing,UNITED STATES,2013,Y,Y
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,GoodLife Brewing,UNITED STATES,2010,Y,N
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,The Ale Apothecary,UNITED STATES,2011,Y,N
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,Immersion Brewing,UNITED STATES,2016,Y,N
Oregon,Bend,76636,49260,77518,49850,78559,50036,80852,50229,83472,50521,86242,51243,90615,53270,94520,56119,North Rim Brewing,UNITED STATES,2013,Y,Y
Oregon,Corvallis,54393,49260,54554,49850,54950,50036,54568,50229,55362,50521,56242,51243,56945,53270,57961,56119,2 Towns Ciderhouse,UNITED STATES,2010,Y,N
Oregon,Corvallis,54393,49260,54554,49850,54950,50036,54568,50229,55362,50521,56242,51243,56945,53270,57961,56119,2 Towns Ciderhouse,UNITED STATES,2010,Y,N
Oregon,Dundee,3162,49260,3167,49850,3164,50036,3152,50229,3173,50521,3174,51243,3230,53270,3284,56119,Deception Brewing Company,UNITED STATES,2014,Y,N
Oregon,Dundee,3162,49260,3167,49850,3164,50036,3152,50229,3173,50521,3174,51243,3230,53270,3284,56119,Deception Brewing Company,UNITED STATES,2014,Y,N
Oregon,Eugene,156506,49260,157153,49850,157976,50036,158248,50229,160058,50521,162815,51243,165665,53270,168916,56119,Falling Sky,UNITED STATES,2012,Y,N
Oregon,Eugene,156506,49260,157153,49850,157976,50036,158248,50229,160058,50521,162815,51243,165665,53270,168916,56119,ColdFire Brewing,UNITED STATES,2015,Y,N
Oregon,Eugene,156506,49260,157153,49850,157976,50036,158248,50229,160058,50521,162815,51243,165665,53270,168916,56119,Falling Sky,UNITED STATES,2012,Y,N
Oregon,Eugene,156506,49260,157153,49850,157976,50036,158248,50229,160058,50521,162815,51243,165665,53270,168916,56119,Falling Sky,UNITED STATES,2012,Y,N
Oregon,Eugene,156506,49260,157153,49850,157976,50036,158248,50229,160058,50521,162815,51243,165665,53270,168916,56119,ColdFire Brewing,UNITED STATES,2015,Y,N
Oregon,Eugene,156506,49260,157153,49850,157976,50036,158248,50229,160058,50521,162815,51243,165665,53270,168916,56119,Falling Sky,UNITED STATES,2012,Y,N
Oregon,Gold Beach,2256,49260,2266,49850,2244,50036,2242,50229,2227,50521,2243,51243,2274,53270,2282,56119,Arch Rock Brewing Company,UNITED STATES,2012,Y,N
Oregon,Gold Beach,2256,49260,2266,49850,2244,50036,2242,50229,2227,50521,2243,51243,2274,53270,2282,56119,Arch Rock Brewing Company,UNITED STATES,2012,Y,N
Oregon,Grants Pass,35980,49260,35898,49850,35872,50036,36004,50229,36139,50521,36602,51243,37086,53270,37579,56119,Climate City Brewing Co.,UNITED STATES,2015,Y,N
Oregon,Grants Pass,35980,49260,35898,49850,35872,50036,36004,50229,36139,50521,36602,51243,37086,53270,37579,56119,Griess Family Brews,UNITED STATES,2013,Y,N
Oregon,Grants Pass,35980,49260,35898,49850,35872,50036,36004,50229,36139,50521,36602,51243,37086,53270,37579,56119,Climate City Brewing Co.,UNITED STATES,2015,Y,N
Oregon,Grants Pass,35980,49260,35898,49850,35872,50036,36004,50229,36139,50521,36602,51243,37086,53270,37579,56119,Griess Family Brews,UNITED STATES,2013,Y,N
Oregon,Medford,74990,49260,75515,49850,76069,50036,76778,50229,77692,50521,79420,51243,80557,53270,81780,56119,BricktownE Brewing Company,UNITED STATES,2011,Y,N
Oregon,Medford,74990,49260,75515,49850,76069,50036,76778,50229,77692,50521,79420,51243,80557,53270,81780,56119,BricktownE Brewing Company,UNITED STATES,2011,Y,N
Oregon,Portland,585340,49260,593965,49850,602955,50036,609059,50229,619740,50521,631731,51243,641494,53270,647805,56119,Bushwhacker Cider,UNITED STATES,2010,Y,N
Oregon,Portland,585340,49260,593965,49850,602955,50036,609059,50229,619740,50521,631731,51243,641494,53270,647805,56119,Great Notion Brewing,UNITED STATES,2016,Y,N
Oregon,Portland,585340,49260,593965,49850,602955,50036,609059,50229,619740,50521,631731,51243,641494,53270,647805,56119,Grixsen Brewing Co.,UNITED STATES,2015,Y,N
Oregon,Portland,585340,49260,593965,49850,602955,50036,609059,50229,619740,50521,631731,51243,641494,53270,647805,56119,Montavilla Brew Works,UNITED STATES,2015,Y,N
Oregon,Portland,585340,49260,593965,49850,602955,50036,609059,50229,619740,50521,631731,51243,641494,53270,647805,56119,The Commons Brewery,UNITED STATES,2011,Y,N
Oregon,Portland,585340,49260,593965,49850,602955,50036,609059,50229,619740,50521,631731,51243,641494,53270,647805,56119,Old Town Brewing,UNITED STATES,2011,Y,N
Oregon,Portland,585340,49260,593965,49850,602955,50036,609059,50229,619740,50521,631731,51243,641494,53270,647805,56119,Thirsty Monk Brewery,UNITED STATES,2012,Y,N
Oregon,Roseburg,22011,49260,21784,49850,21846,50036,21813,50229,21892,50521,21888,51243,22078,53270,22321,56119,Backside Brewing Co.,UNITED STATES,2014,Y,N
Oregon,Roseburg,22011,49260,21784,49850,21846,50036,21813,50229,21892,50521,21888,51243,22078,53270,22321,56119,Backside Brewing Co.,UNITED STATES,2014,Y,N
Oregon,Yachats,690,49260,688,49850,694,50036,698,50229,704,50521,714,51243,738,53270,757,56119,Yachats Brewing,UNITED STATES,2015,Y,N
Oregon,Yachats,690,49260,688,49850,694,50036,698,50229,704,50521,714,51243,738,53270,757,56119,Yachats Brewing,UNITED STATES,2015,Y,N
Pennsylvania,Altoona,45945,50398,45836,51651,45637,52267,45346,52548,45102,53115,44794,53599,44400,54895,44098,56951,Railroad City Brewing Company,UNITED STATES,2013,Y,N
Pennsylvania,Altoona,45945,50398,45836,51651,45637,52267,45346,52548,45102,53115,44794,53599,44400,54895,44098,56951,Railroad City Brewing Company,UNITED STATES,2013,Y,N
Pennsylvania,Altoona,45945,50398,45836,51651,45637,52267,45346,52548,45102,53115,44794,53599,44400,54895,44098,56951,Railroad City Brewing Company,UNITED STATES,2013,Y,N
Pennsylvania,Altoona,45945,50398,45836,51651,45637,52267,45346,52548,45102,53115,44794,53599,44400,54895,44098,56951,Railroad City Brewing Company,UNITED STATES,2013,Y,N
Pennsylvania,Erie,101758,50398,101543,51651,101322,52267,100546,52548,99721,53115,99037,53599,98289,54895,97369,56951,Erie Ale Works,UNITED STATES,2011,Y,N
Pennsylvania,Erie,101758,50398,101543,51651,101322,52267,100546,52548,99721,53115,99037,53599,98289,54895,97369,56951,Erie Ale Works,UNITED STATES,2011,Y,N
Pennsylvania,Erie,101758,50398,101543,51651,101322,52267,100546,52548,99721,53115,99037,53599,98289,54895,97369,56951,Erie Ale Works,UNITED STATES,2011,Y,N
Pennsylvania,Erie,101758,50398,101543,51651,101322,52267,100546,52548,99721,53115,99037,53599,98289,54895,97369,56951,Erie Ale Works,UNITED STATES,2011,Y,N
Pennsylvania,Lancaster,59335,50398,59458,51651,59462,52267,59470,52548,59518,53115,59581,53599,59646,54895,59708,56951,Wacker Brewing Company,UNITED STATES,2014,Y,N
Pennsylvania,Lancaster,59335,50398,59458,51651,59462,52267,59470,52548,59518,53115,59581,53599,59646,54895,59708,56951,Wacker Brewing Company,UNITED STATES,2014,Y,N
Pennsylvania,Lancaster,59335,50398,59458,51651,59462,52267,59470,52548,59518,53115,59581,53599,59646,54895,59708,56951,Wacker Brewing Company,UNITED STATES,2014,Y,N
Pennsylvania,Lancaster,59335,50398,59458,51651,59462,52267,59470,52548,59518,53115,59581,53599,59646,54895,59708,56951,Wacker Brewing Company,UNITED STATES,2014,Y,N
South Carolina,Columbia,130184,43939,130736,44587,131179,44623,130960,44779,131208,45033,132974,45483,133514,46898,133114,48781,Conquest Brewing Company,UNITED STATES,2012,Y,N
South Carolina,Columbia,130184,43939,130736,44587,131179,44623,130960,44779,131208,45033,132974,45483,133514,46898,133114,48781,River Rat Brewery,UNITED STATES,2013,Y,N
South Carolina,Columbia,130184,43939,130736,44587,131179,44623,130960,44779,131208,45033,132974,45483,133514,46898,133114,48781,CottonTown Brew Lab,UNITED STATES,2017,Y,N
South Carolina,Greenville,59301,43939,59719,44587,60078,44623,60536,44779,61349,45033,63384,45483,66928,46898,68219,48781,Brewery 85,UNITED STATES,2013,Y,N
South Carolina,Greenville,59301,43939,59719,44587,60078,44623,60536,44779,61349,45033,63384,45483,66928,46898,68219,48781,Brewery 85,UNITED STATES,2013,Y,N
South Carolina,Greenwood,23242,43939,23263,44587,23261,44623,23149,44779,23030,45033,23041,45483,23178,46898,23262,48781,Good Times Brewing at The Mill House,UNITED STATES,2014,Y,N
South Carolina,Greenwood,23242,43939,23263,44587,23261,44623,23149,44779,23030,45033,23041,45483,23178,46898,23262,48781,Good Times Brewing at The Mill House,UNITED STATES,2014,Y,N
South Dakota,Sioux Falls,154542,46369,156578,48010,159776,49091,163819,49495,167445,50338,170533,50957,173322,52078,176888,54126,Panacea Meadery,UNITED STATES,2016,Y,N
South Dakota,Sioux Falls,21289,46369,22022,48010,22757,49091,23584,49495,24517,50338,25132,50957,25929,52078,27024,54126,Panacea Meadery,UNITED STATES,2016,Y,N
South Dakota,Sioux Falls,133253,46369,134556,48010,137019,49091,140235,49495,142928,50338,145401,50957,147393,52078,149864,54126,Panacea Meadery,UNITED STATES,2016,Y,N
South Dakota,Sturgis,6630,46369,6541,48010,6581,49091,6664,49495,6668,50338,6617,50957,6729,52078,6908,54126,The Knuckle Brewing Company,UNITED STATES,2014,Y,N
South Dakota,Sturgis,6630,46369,6541,48010,6581,49091,6664,49495,6668,50338,6617,50957,6729,52078,6908,54126,The Knuckle Brewing Company,UNITED STATES,2014,Y,N
South Dakota,Sturgis,6630,46369,6541,48010,6581,49091,6664,49495,6668,50338,6617,50957,6729,52078,6908,54126,The Knuckle Brewing Company,UNITED STATES,2014,Y,N
South Dakota,Sturgis,6630,46369,6541,48010,6581,49091,6664,49495,6668,50338,6617,50957,6729,52078,6908,54126,The Knuckle Brewing Company,UNITED STATES,2014,Y,N
Tennessee,Pigeon Forge,5880,43314,5934,43989,5983,44140,6035,44298,6115,44621,6162,45219,6212,46574,6238,48708,Yee-Haw Brewing Company,UNITED STATES,2015,Y,N
Tennessee,Pigeon Forge,5880,43314,5934,43989,5983,44140,6035,44298,6115,44621,6162,45219,6212,46574,6238,48708,Yee-Haw Brewing Company,UNITED STATES,2015,Y,N
Texas,Bedford,47076,49646,47650,50920,48176,51563,48485,51900,48834,52576,49156,53207,49497,54727,49486,57051,Turning Point Beer,UNITED STATES,2018,Y,N
Texas,Bedford,47076,49646,47650,50920,48176,51563,48485,51900,48834,52576,49156,53207,49497,54727,49486,57051,Turning Point Beer,UNITED STATES,2018,Y,N
Texas,Dallas,1200468,49646,1218631,50920,1242035,51563,1258932,51900,1278504,52576,1299793,53207,1322140,54727,1341075,57051,Steam Theory Brewing Company,UNITED STATES,2018,Y,N
Texas,Dallas,1200468,49646,1218631,50920,1242035,51563,1258932,51900,1278504,52576,1299793,53207,1322140,54727,1341075,57051,Braindead Brewing,UNITED STATES,2015,Y,N
Texas,Dallas,1200468,49646,1218631,50920,1242035,51563,1258932,51900,1278504,52576,1299793,53207,1322140,54727,1341075,57051,Pegasus City,UNITED STATES,2017,Y,N
Texas,Irving,216852,49646,219909,50920,225656,51563,228940,51900,232430,52576,236876,53207,239573,54727,240373,57051,Twin Peaks Brewing Co.,UNITED STATES,2013,Y,N
Texas,Irving,216852,49646,219909,50920,225656,51563,228940,51900,232430,52576,236876,53207,239573,54727,240373,57051,Twin Peaks Brewing Co.,UNITED STATES,2013,Y,N
Texas,Lewisville,95855,49646,97510,50920,99591,51563,101048,51900,102773,52576,103641,53207,104626,54727,106021,57051,Twin Peaks Brewing Co.,UNITED STATES,2013,Y,N
Texas,Lewisville,95855,49646,97510,50920,99591,51563,101048,51900,102773,52576,103641,53207,104626,54727,106021,57051,Cobra Brewing Company,UNITED STATES,2013,N,Y
Texas,Lewisville,95855,49646,97510,50920,99591,51563,101048,51900,102773,52576,103641,53207,104626,54727,106021,57051,Old Town Brewhouse,UNITED STATES,2017,Y,N
Texas,Lubbock,230791,49646,233610,50920,236175,51563,239497,51900,244205,52576,247745,53207,251254,54727,253888,57051,Yellow House Canyon Brew Works,UNITED STATES,2010,Y,N
Texas,Lubbock,230791,49646,233610,50920,236175,51563,239497,51900,244205,52576,247745,53207,251254,54727,253888,57051,Yellow House Canyon Brew Works,UNITED STATES,2010,Y,N
Texas,Mansfield,56860,49646,58207,50920,59625,51563,61197,51900,62617,52576,64707,53207,66271,54727,68928,57051,Dirty Job Brewing,UNITED STATES,2017,Y,N
Texas,Odessa,99825,49646,102012,50920,105933,51563,110241,51900,114546,52576,118563,53207,117172,54727,116861,57051,Twin Peaks Brewing Co.,UNITED STATES,2013,Y,N
Texas,Round Rock,100759,49646,103866,50920,106542,51563,109611,51900,112750,52576,116036,53207,120848,54727,123678,57051,Bluebonnet Beer Company,UNITED STATES,2014,Y,N
Texas,San Marcos,45245,49646,47642,50920,49936,51563,54333,51900,58905,52576,60228,53207,61458,54727,63071,57051,AquaBrew,UNITED STATES,2016,Y,N
Vermont,Northfield,6214,51841,6205,53422,6186,54168,6161,54267,6127,54447,6081,55176,6045,56104,6032,57808,Good Measure,UNITED STATES,2016,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Hardywood Pilot Brewery & Taproom,UNITED STATES,2017,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Three Notch'd Brewing Company,UNITED STATES,2012,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Three Notch'd Brewing Company,UNITED STATES,2012,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Hardywood Pilot Brewery & Taproom,UNITED STATES,2017,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Three Notch'd Brewing Company,UNITED STATES,2012,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Three Notch'd Brewing Company,UNITED STATES,2012,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Hardywood Pilot Brewery & Taproom,UNITED STATES,2017,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Three Notch'd Brewing Company,UNITED STATES,2012,Y,N
Virginia,Charlottesville,43489,61406,43835,63302,44601,63636,45081,63907,45575,64792,46476,65015,47286,66149,48019,68766,Three Notch'd Brewing Company,UNITED STATES,2012,Y,N
Virginia,Danville,42918,61406,42642,63302,42705,63636,42632,63907,42242,64792,41910,65015,41643,66149,41130,68766,"2 Witches Winery and Brewing Company, Inc.",UNITED STATES,2012,Y,N
